VNF,VNFC,VM,VM#,name,hostname,public_EDNv4_ip,public_EDNv6_ip,public_EDN_port,private_ip,private_port,public_WSN_ip6,public_WSNv4_ip,public_WSN_port,public_SS7_1_ip,public_SS7_1_port,public_SS7_2_ip,public_SS7_2_port,public_RAN_ip,public_RAN_port,flavor,image_id,availability_zone,server_group_name,server_group,route_1,route_2,route_3,route_4,route_5,volume_id,vol_size,volume_id2,vol_size2,volume_id3,vol_size3
RGWCE,CEMTASCluster,CBMTASDB,11,mtascb11,solktxesw0mvvrgw-c-mb-mdb-11,63.50.100.122,2607:f160:8a03:802c:00c0:011e::51,,192.168.10.52,,,,,,,,,,,HP16-64-160-0,rgw-mo-couchbase_6.0.4,nova,,56f1c7a1-499d-4b0a-98ad-219975f3c3a1,######Inter-Site Connecvity######\n2607:f160:8a05:8021:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,,,,,1f63baf5-5c89-49b3-a313-edbf02a033d8,,,,,
RGWCE,CEMTASCluster,CBMTASDB,12,mtascb12,solktxesw0mvvrgw-c-mb-mdb-12,63.50.100.123,2607:f160:8a03:802c:00c0:011e::52,,192.168.10.53,,,,,,,,,,,HP16-64-160-0,rgw-mo-couchbase_6.0.4,nova,,56f1c7a1-499d-4b0a-98ad-219975f3c3a1,######Inter-Site Connecvity######\n2607:f160:8a05:8021:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,,,,,0125e978-57f1-4a55-9ae9-fb0da177a21b,,,,,
RGWCE,CEMTASCluster,CBMTASDB,13,mtascb13,solktxesw0mvvrgw-c-mb-mdb-13,63.50.100.124,2607:f160:8a03:802c:00c0:011e::53,,192.168.10.54,,,,,,,,,,,HP16-64-160-0,rgw-mo-couchbase_6.0.4,nova,,56f1c7a1-499d-4b0a-98ad-219975f3c3a1,######Inter-Site Connecvity######\n2607:f160:8a05:8021:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,,,,,85c9d28a-90da-483e-9953-252464d52f49,,,,,
RGWCE,CEMTASCluster,CBMTASDB,14,mtascb14,solktxesw0mvvrgw-c-mb-mdb-14,63.50.100.125,2607:f160:8a03:802c:00c0:011e::54,,192.168.10.55,,,,,,,,,,,HP16-64-160-0,rgw-mo-couchbase_6.0.4,nova,,56f1c7a1-499d-4b0a-98ad-219975f3c3a1,######Inter-Site Connecvity######\n2607:f160:8a05:8021:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,,,,,aa1e1319-e460-47c4-9a00-8c286ca4eb35,,,,,
RGWCE,CEMTASCluster,CBMTASDBIndex,1,mtascbindex01,solktxesw0mvvrgw-c-mb-dbi-01,63.50.100.97,2607:f160:8a03:802c:00c0:011e::55,,192.168.10.56,,,,,,,,,,,HP16-64-160-0,rgw-mo-couchbase_6.0.4,nova,,56f1c7a1-499d-4b0a-98ad-219975f3c3a1,######Inter-Site Connecvity######\n2607:f160:8a05:8021:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,,,,,5a78c4a2-3652-497a-a9dc-ee0327ec42fd,,,,,
RGWCE,CEMTASCluster,CBMTASDBIndex,2,mtascbindex02,solktxesw0mvvrgw-c-mb-dbi-02,63.50.100.98,2607:f160:8a03:802c:00c0:011e::56,,192.168.10.57,,,,,,,,,,,HP16-64-160-0,rgw-mo-couchbase_6.0.4,nova,,56f1c7a1-499d-4b0a-98ad-219975f3c3a1,######Inter-Site Connecvity######\n2607:f160:8a05:8021:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,,,,,ce836876-60d4-437b-862f-bba772688fc4,,,,,
RGWCE,CBMTASBackup,CBMTASDBBackup,1,mtascbbackup,solktxesw0mvvrgw-c-mb-dbb-01,,2607:f160:8a03:802c:00c0:011e::67,,192.168.10.68,,,,,,,,,,,Mobileum-vRGW-VM_MTASDB_Backup,rgw-mo-couchbase_6.0.4,nova,,56f1c7a1-499d-4b0a-98ad-219975f3c3a1,,,,,,f035d865-4f00-4ede-8cd5-df575a9da2b8,,,,,
RGWPlatform,Dbwriter,DBWriter,1,dbwriter01,solktxesw0mvvrgw-c-mb-dbw-01,63.50.100.76,2607:f160:8a03:802c:00c0:011e::9,,192.168.10.10,,2607:f160:8003:8010:00c0:011E::1,167.163.110.4,,,,,,2607:f160:8203:8016:00c0:011e::3,,Mobileum-vRGW-VM_DBWriter,rgw-mo-dbwriter-rel10_1_R210403,nova,,ea82754c-7091-4d04-905d-552cafbc1343,#######SMTP Routes#######\n2001:4888:a03:310b:c0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310c:a0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes Dev#######\n2001:4888:a03:210a:c0:fef:0:250 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes#######\n2001:4888:a03:210a:c0:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a01:2106:a1:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######NTP Routes#######\n2001:4888:a03:310a:00c0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310a:00a0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a05:310a:00e0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a04:310a:00b0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######SevOne Routes#######\n2001:4888:a02:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a03:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n,#######SOLK NA#########\n2001:4888:a03:310d:c0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######COSP NA#########\n2001:4888:a05:310d:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######Inter-Site connectivity#########\n2607:f160:8a05:8021::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP SOLK Hadoop Connectivity######\n2607:f160:8a03:8070::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP COSP Hadoop Connectivity######\n2607:f160:8a05:804a::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,##########BareMetal SOLK##########\n10.133.77.128/27 via 63.50.100.65 dev eth2\n##########BareMetal COSP##########\n10.136.187.0/27 via 63.50.100.65 dev eth2\n#########Inter-Site Connectivity IPv4##########\n63.50.161.128/26 via 63.50.100.65 dev eth2\n,##########BareMetal SOLK##########\n10.133.77.128/27 via 63.50.100.65 dev eth2\n##########BareMetal COSP##########\n10.136.187.0/27 via 63.50.100.65 dev eth2\n##########Inter-Site Connectivity IPv4##########\n63.50.161.128/26 via 63.50.100.65 dev eth2\n,,109865bc-17e7-4712-9246-40d91ca96cc6,,,,,
RGWPlatform,Dbwriter,DBWriter,2,dbwriter02,solktxesw0mvvrgw-c-mb-dbw-02,63.50.100.77,2607:f160:8a03:802c:00c0:011e::10,,192.168.10.11,,2607:f160:8003:8010:00c0:011E::1,167.163.110.4,,,,,,2607:f160:8203:8016:00c0:011e::3,,Mobileum-vRGW-VM_DBWriter,rgw-mo-dbwriter-rel10_1_R210403,nova,,ea82754c-7091-4d04-905d-552cafbc1343,#######SMTP Routes#######\n2001:4888:a03:310b:c0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310c:a0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes Dev#######\n2001:4888:a03:210a:c0:fef:0:250 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes#######\n2001:4888:a03:210a:c0:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a01:2106:a1:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######NTP Routes#######\n2001:4888:a03:310a:00c0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310a:00a0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a05:310a:00e0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a04:310a:00b0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######SevOne Routes#######\n2001:4888:a02:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a03:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n,#######SOLK NA#########\n2001:4888:a03:310d:c0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######COSP NA#########\n2001:4888:a05:310d:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######Inter-Site connectivity#########\n2607:f160:8a05:8021::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP SOLK Hadoop Connectivity######\n2607:f160:8a03:8070::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP COSP Hadoop Connectivity######\n2607:f160:8a05:804a::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,##########BareMetal SOLK##########\n10.133.77.128/27 via 63.50.100.65 dev eth2\n##########BareMetal COSP##########\n10.136.187.0/27 via 63.50.100.65 dev eth2\n#########Inter-Site Connectivity IPv4##########\n63.50.161.128/26 via 63.50.100.65 dev eth2\n,,,758df065-26c3-476d-8cbb-958142f77a4a,,,,,
RGWPlatform,CloudSIM,CloudSIM,1,cldsim01,solktxesw0mvvrgw-c-mb-csm-01,63.50.100.78,2607:f160:8a03:802c:00c0:011e::11,,192.168.10.12,,2607:f160:8003:8010:00c0:011E::3,167.163.110.4,,,,,,2607:f160:8203:8016:00c0:011e::3,,Mobileum-vRGW-VM_CloudSIM,rgw-mo-cldsim-8.1_08062019,nova,,ea82754c-7091-4d04-905d-552cafbc1343,#######SMTP Routes#######\n2001:4888:a03:310b:c0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310c:a0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes Dev#######\n2001:4888:a03:210a:c0:fef:0:250 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes#######\n2001:4888:a03:210a:c0:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a01:2106:a1:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######NTP Routes#######\n2001:4888:a03:310a:00c0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310a:00a0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a05:310a:00e0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a04:310a:00b0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######SevOne Routes#######\n2001:4888:a02:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a03:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n,#######DNS Routes#######\n2001:4888:a03:311d:c0:9::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n2001:4888:a06:311d:f0:9::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n2001:4888:a02:311d:a0:9::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n2001:4888:a00:f:0:103::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n2001:4888:a03:311c:c0:103::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n2001:4888:a06:311c:f0:103::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n2001:4888:a02:311c:a0:103::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n########SIM-OTA Routes########\n2001:4888:a03:312a:c0:9::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n2001:4888:a05:3123:e0:9::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n2607:F160:8A03:8037:C0:012A::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n2607:F160:8A05:8035:E0:012A::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######SOLK NA#########\n2001:4888:a03:310d:c0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######COSP NA#########\n2001:4888:a05:310d:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######Inter-Site connectivity#########\n2607:f160:8a05:8021::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP SOLK Hadoop Connectivity######\n2607:f160:8a03:8070::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP COSP Hadoop Connectivity######\n2607:f160:8a05:804a::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,#######SIMOTA IPv4 Routes#######\n10.133.9.11 via 63.50.100.65 dev eth2\n10.136.231.67 via 63.50.100.65 dev eth2\n##########BareMetal SOLK##########\n10.133.77.128/27 via 63.50.100.65 dev eth2\n##########BareMetal COSP##########\n10.136.187.0/27 via 63.50.100.65 dev eth2\n##########Inter-Site Connectivity IPv4##########\n63.50.161.128/26 via 63.50.100.65 dev eth2\n,#######DIA Routes#######\n2620:00CC:C000:2001::1001/128 via 2607:f160:8003:8010:00c0:000b::1 dev eth3\n2620:00CC:C000:2001::2001/128 via 2607:f160:8003:8010:00c0:000b::1 dev eth3\n2620:00CC:C000:3001::1001/128 via 2607:f160:8003:8010:00c0:000b::1 dev eth3\n2620:00CC:C000:3001::2001/128 via 2607:f160:8003:8010:00c0:000b::1 dev eth3\n,,129a8938-621f-4384-ba3d-4e2f37a9d826,,,,,
RGWPlatform,TcapServer,TCAP,1,tcap01,solktxesw0mvvrgw-c-mb-tca-01,63.50.100.86,2607:f160:8a03:802c:00c0:011e::19,,192.168.10.20,,2607:f160:8003:8010:00c0:011E::1,167.163.110.4,,,,,,2607:f160:8203:8016:00c0:011e::3,,Mobileum-vRGW-VM_TCAPServer,rgw-mo-tcap-rel10_1_R210603,nova,,ea82754c-7091-4d04-905d-552cafbc1343,#######SMTP Routes#######\n2001:4888:a03:310b:c0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310c:a0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes Dev#######\n2001:4888:a03:210a:c0:fef:0:250 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes#######\n2001:4888:a03:210a:c0:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a01:2106:a1:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######NTP Routes#######\n2001:4888:a03:310a:00c0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310a:00a0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a05:310a:00e0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a04:310a:00b0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######SevOne Routes#######\n2001:4888:a02:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a03:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n,#######SOLK NA#########\n2001:4888:a03:310d:c0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######COSP NA#########\n2001:4888:a05:310d:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######Inter-Site connectivity#########\n2607:f160:8a05:8021::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP SOLK Hadoop Connectivity######\n2607:f160:8a03:8070::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP COSP Hadoop Connectivity######\n2607:f160:8a05:804a::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,#######SIMOTA IPv4 Routes#######\n10.133.9.11 via 63.50.100.65 dev eth2\n10.136.231.67 via 63.50.100.65 dev eth2\n##########BareMetal SOLK##########\n10.133.77.128/27 via 63.50.100.65 dev eth2\n##########BareMetal COSP##########\n10.136.187.0/27 via 63.50.100.65 dev eth2\n##########Inter-Site Connectivity IPv4##########\n63.50.161.128/26 via 63.50.100.65 dev eth2\n,,,08fb9d90-6987-4216-a7be-647420c90b16,,,,,
RGWPlatform,TcapServer,TCAP,2,tcap02,solktxesw0mvvrgw-c-mb-tca-02,63.50.100.87,2607:f160:8a03:802c:00c0:011e::20,,192.168.10.21,,2607:f160:8003:8010:00c0:011E::1,167.163.110.4,,,,,,2607:f160:8203:8016:00c0:011e::3,,Mobileum-vRGW-VM_TCAPServer,rgw-mo-tcap-rel10_1_R210603,nova,,ea82754c-7091-4d04-905d-552cafbc1343,#######SMTP Routes#######\n2001:4888:a03:310b:c0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310c:a0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes Dev#######\n2001:4888:a03:210a:c0:fef:0:250 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes#######\n2001:4888:a03:210a:c0:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a01:2106:a1:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######NTP Routes#######\n2001:4888:a03:310a:00c0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310a:00a0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a05:310a:00e0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a04:310a:00b0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######SevOne Routes#######\n2001:4888:a02:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a03:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n,#######SOLK NA#########\n2001:4888:a03:310d:c0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######COSP NA#########\n2001:4888:a05:310d:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######Inter-Site connectivity#########\n2607:f160:8a05:8021::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP SOLK Hadoop Connectivity######\n2607:f160:8a03:8070::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP COSP Hadoop Connectivity######\n2607:f160:8a05:804a::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,#######SIMOTA IPv4 Routes#######\n10.133.9.11 via 63.50.100.65 dev eth2\n10.136.231.67 via 63.50.100.65 dev eth2\n##########BareMetal SOLK##########\n10.133.77.128/27 via 63.50.100.65 dev eth2\n##########BareMetal COSP##########\n10.136.187.0/27 via 63.50.100.65 dev eth2\n##########Inter-Site Connectivity IPv4##########\n63.50.161.128/26 via 63.50.100.65 dev eth2\n,,,8d9be499-c1f0-4523-ad88-e20761ac5d59,,,,,
RGWPlatform,CentralGUI,GUI,1,gui01,solktxesw0mvvrgw-c-mb-gui-01,63.50.100.81,2607:f160:8a03:802c:00c0:011e::14,,192.168.10.15,,2607:f160:8003:8010:00c0:011E::1,167.163.110.4,,,,,,2607:f160:8203:8016:00c0:011e::3,,Mobileum-vRGW-VM_GUI,rgw-mo-gui-rel10,nova,,ea82754c-7091-4d04-905d-552cafbc1343,NETWORKING=yes\nNOZEROCONF=yes\nGATEWAYDEV=eth2\nGATEWAY=63.50.100.65\n,#######SMTP Routes#######\n2001:4888:a03:310b:c0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310c:a0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes Dev#######\n2001:4888:a03:210a:c0:fef:0:250 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes#######\n2001:4888:a03:210a:c0:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a01:2106:a1:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######NTP Routes#######\n2001:4888:a03:310a:00c0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310a:00a0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a05:310a:00e0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a04:310a:00b0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######SevOne Routes#######\n2001:4888:a02:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a03:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n,#######SOLK NA#########\n2001:4888:a03:310d:c0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######COSP NA#########\n2001:4888:a05:310d:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######Inter-Site connectivity#########\n2607:f160:8a05:8021::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP SOLK Hadoop Connectivity######\n2607:f160:8a03:8070::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP COSP Hadoop Connectivity######\n2607:f160:8a05:804a::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,#######Inter-Site connectivity EDN IPv4#########\n63.50.161.128/26 via 63.50.100.65 dev eth2\n##########BareMetal SOLK##########\n10.133.77.128/27 via 63.50.100.65 dev eth2\n##########BareMetal COSP##########\n10.136.187.0/27 via 63.50.100.65 dev eth2\n,,d6e3e3f7-4e26-43a5-83a2-4ec2bdaf43b4,,,,,
RGWPlatform,SVMS,SVMS,1,svms01,solktxesw0mvvrgw-c-mb-vms-01,63.50.100.70,2607:f160:8a03:802c:00c0:011e::57,,192.168.10.58,,2607:f160:c:6204:ce:11e::6,67.163.110.4,,,,,,2607:f160:8203:8016:00c0:011e::1,,Mobileum-vRGW-VM_SVMS,rgw-mo-svms-rel10,nova,,520b0df7-d41c-4103-9b74-cd55d21dbf9d,,,,,,3a585987-9f46-47b4-aaf5-9a509c2954e6,,,,,
RGWPlatform,SVMS,SVMS,2,svms02,solktxesw0mvvrgw-c-mb-vms-02,63.50.100.70,2607:f160:8a03:802c:00c0:011e::58,,192.168.10.59,,2607:f160:c:6204:ce:11e::6,67.163.110.4,,,,,,2607:f160:8203:8016:00c0:011e::1,,Mobileum-vRGW-VM_SVMS,rgw-mo-svms-rel10,nova,,520b0df7-d41c-4103-9b74-cd55d21dbf9d,,,,,,546fee45-bb55-4e49-afe3-b6d06e812100,,,,,
RGWPlatform,PMMS,PMMS,1,pmms01,solktxesw0mvvrgw-c-mb-mms-01,63.50.100.105,2607:f160:8a03:802c:00c0:011e::85,,192.168.10.81,,,,,,,,,,,Mobileum-vRGW-VM_DBWriter,rgw-mo-pmms-rel10_1_R201201,nova,,50fcceb4-db3c-47d6-ba61-d5a624bd59f7,#######SMTP Routes#######\n2001:4888:a03:310b:c0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310c:a0:9::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######HPOV Routes#######\n2001:4888:a03:210a:c0:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a01:2106:a1:fef::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######NTP Routes#######\n2001:4888:a03:310a:00c0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a02:310a:00a0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a05:310a:00e0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a04:310a:00b0:0FEE::/112 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n#######SevOne Routes#######\n2001:4888:a02:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n2001:4888:a03:1f24::/64 via 2607:f160:8a03:802b:00c0:000a::1 dev eth0\n,#######SOLK NA#########\n2001:4888:a03:310d:c0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######COSP NA#########\n2001:4888:a05:310d:e0:11e::/112 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n#######Inter-Site connectivity#########\n2607:f160:8a05:8021::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP SOLK Hadoop Connectivity######\n2607:f160:8a03:8070::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n######VCP COSP Hadoop Connectivity######\n2607:f160:8a05:804a::/64 via 2607:f160:8a03:802c:00c0:000a::1 dev eth1\n,##########BareMetal SOLK##########\n10.133.77.128/27 via 63.50.100.65 dev eth2\n##########BareMetal COSP##########\n10.136.187.0/27 via 63.50.100.65 dev eth2\n##########Inter-Site Connectivity IPv4##########\n63.50.161.128/26 via 63.50.100.65 dev eth2\n,,,6fb68ccc-abd5-48a0-b712-2428f3c76c72,,,,,
